x,y,z
57.038091775499,44.638523892059,37.345752138070
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
2.297806168599,39.694995650050,5.429545817336
60.000000000000,60.000000000000,60.000000000000
0.000000000000,60.000000000000,60.000000000000
7.002212138226,56.793025326395,12.687567229867
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
1.464354052916,35.766755660669,25.432949838773
60.000000000000,60.000000000000,60.000000000000
59.001407108119,48.698542604609,7.558635565703
60.000000000000,12.233246622842,27.191299617583
47.757056278192,54.745083016032,19.936609649957
60.000000000000,60.000000000000,0.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,0.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
13.578876272822,16.696624105693,18.763934093387
50.703774250449,59.679997708567,5.787067415519
15.682249786780,0.717815191056,17.799651441433
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,0.000000000000
2.697534580973,37.047365159864,44.153861687443
7.610161094514,49.286128425108,5.983391039443
2.142461801380,55.458394344229,33.815240754556
60.000000000000,60.000000000000,60.000000000000
37.653903155701,34.802210431486,22.789934237640
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,0.000000000000
60.000000000000,60.000000000000,60.000000000000
50.954267085841,27.533765479492,33.234604096309
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,54.890465598484
60.000000000000,60.000000000000,0.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,8.037925985225
60.000000000000,60.000000000000,60.000000000000
57.832257242249,50.762745202119,47.494385504540
44.855132584982,1.371896235622,53.927268929026
46.627342074795,7.155912188699,34.515215997478
42.659868273341,47.354771033152,54.074412381311
60.000000000000,60.000000000000,60.000000000000
10.391350833942,11.954866014453,51.260577639399
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
52.500182358537,34.545797964027,15.177244863989
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
0.000000000000,60.000000000000,60.000000000000
