x,y,z
49.777727751666,15.138800111187,32.555072889552
60.000000000000,30.644220055698,60.000000000000
60.000000000000,60.000000000000,60.000000000000
56.491399806227,4.750920890160,1.096164261802
24.854753698981,41.726434578607,56.276141972770
60.000000000000,60.000000000000,60.000000000000
16.340383727355,60.000000000000,60.000000000000
18.674520419482,3.389696739003,29.146617495599
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,34.344535697561
12.384037191330,47.118394413765,29.383514621224
60.000000000000,60.000000000000,60.000000000000
46.256472275567,19.050799011320,32.042105600962
0.151205881746,7.696124932317,20.753882986845
43.363707112482,4.819114093069,59.569411812285
60.000000000000,60.000000000000,0.000000000000
60.000000000000,26.165810068072,53.159594180370
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,0.000000000000
32.763798876191,52.547202993553,28.177332601395
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
18.213718485765,21.983016309692,44.425705363315
29.814286729818,22.386601590236,24.109062091679
3.650356292712,31.410268524332,55.213679946615
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,0.000000000000
1.575792014484,55.924488463243,36.873521710962
54.372217616192,21.329153824422,50.887936741847
0.636498167796,48.968304581308,58.596112699687
60.000000000000,60.000000000000,60.000000000000
2.493752439082,5.150838421431,1.974177263643
58.029424092489,51.672562868525,52.253865870327
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,0.000000000000
60.000000000000,60.000000000000,60.000000000000
5.690345996585,9.023558975022,38.271128319257
8.891290977493,7.012036596744,37.085464228971
60.000000000000,60.000000000000,60.000000000000
31.490522987677,17.843716025852,32.330492364118
60.000000000000,60.000000000000,0.000000000000
49.138421169879,60.000000000000,17.921715555509
42.567941206651,10.851687881418,47.913066352237
8.414716447666,33.381271753571,43.868767528911
1.248580660557,54.572091903269,51.242825143762
4.447835384994,54.158021026647,53.925808569485
23.437481023219,46.545968095421,26.472149203304
58.505577740495,42.479949412320,28.113932939305
60.000000000000,60.000000000000,60.000000000000
0.631849723748,29.480197408493,49.523927002667
60.000000000000,60.000000000000,60.000000000000
2.916313217999,9.489093607358,39.758926354245
42.590072429847,56.611272036394,44.760048443047
33.253636303699,25.491650319990,47.018613126972
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
0.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,0.000000000000
33.815200481709,6.509307160191,18.338064946986
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
3.408658981510,24.193564398895,31.797286467188
23.328106745220,40.616951424134,4.287990297015
0.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
17.316087389018,52.153829745191,23.518735665108
37.144865437308,57.296871323781,43.673010429768
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,0.000000000000
35.196747557916,13.306957222774,22.506038598179
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,0.000000000000
60.000000000000,60.000000000000,60.000000000000
40.439695549134,4.575988213749,18.932845371645
12.590312218839,38.495632447407,9.453358374714
48.947694416028,20.506130106865,14.585173576167
48.334219906044,57.775258879307,58.420579815104
60.000000000000,60.000000000000,60.000000000000
24.890865321683,16.820512142195,25.115962577929
60.000000000000,60.000000000000,60.000000000000
39.613627535554,7.519722375548,37.765828088276
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,0.000000000000
19.587077607419,0.674032783607,41.642656441635
4.948963599728,16.251255208959,16.388555147711
60.000000000000,60.000000000000,0.000000000000
28.346455510539,28.094828168979,50.700025849558
2.794784219248,14.095864283763,31.495690430114
11.333928499847,55.751914718639,36.512475410095
60.000000000000,60.000000000000,60.000000000000
6.560043790006,55.381958982419,34.839110064381
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,6.375089281165
15.533059222227,29.564598665926,29.833122393169
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,10.276150705851,60.000000000000
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,0.000000000000
60.000000000000,60.000000000000,0.000000000000
60.000000000000,60.000000000000,60.000000000000
55.817008792133,0.210891311689,26.345941940312
4.158793854732,39.166535877979,10.172140476945
60.000000000000,60.000000000000,0.000000000000
60.000000000000,60.000000000000,60.000000000000
1.473994252632,14.145119585019,25.531147055989
11.741300706850,32.341647966437,29.380107321029
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
30.032738182235,28.712530589511,9.423087230634
9.107699462257,35.361585950251,34.274915783506
14.695930062131,23.687642116436,30.552621489771
60.000000000000,60.000000000000,60.000000000000
60.000000000000,60.000000000000,60.000000000000
13.957847468677,21.679311937295,30.034006421319
60.000000000000,60.000000000000,60.000000000000
